Timestamp,Electricity Power (kW)
2023-08-26 19:00:00,576.79998779297
2023-08-26 20:00:00,504.0
2023-08-26 21:00:00,511.51998901367
2023-08-26 22:00:00,484.48001098633
2023-08-26 23:00:00,506.23999023438
2023-08-27 00:00:00,467.04000854492
2023-08-27 01:00:00,436.48001098633
2023-08-27 02:00:00,404.0
2023-08-27 03:00:00,475.20001220703
2023-08-27 04:00:00,440.95999145508
2023-08-27 05:00:00,446.7200012207
2023-08-27 06:00:00,475.35998535156
2023-08-27 07:00:00,437.44000244141
2023-08-27 08:00:00,384.16000366211
2023-08-27 09:00:00,314.39999389648
2023-08-27 10:00:00,292.0
2023-08-27 11:00:00,300.48001098633
2023-08-27 12:00:00,295.83999633789
2023-08-27 13:00:00,278.39999389648
2023-08-27 14:00:00,497.60000610352
2023-08-27 15:00:00,453.11999511719
2023-08-27 16:00:00,457.11999511719
2023-08-27 17:00:00,542.71997070312
2023-08-27 18:00:00,515.35998535156
2023-08-27 19:00:00,480.16000366211
2023-08-27 20:00:00,466.39999389648
2023-08-27 21:00:00,463.04000854492
2023-08-27 22:00:00,473.11999511719
2023-08-27 23:00:00,483.67999267578
2023-08-28 00:00:00,471.83999633789
2023-08-28 01:00:00,490.55999755859
2023-08-28 02:00:00,450.23999023437
2023-08-28 03:00:00,548.0
2023-08-28 04:00:00,560.64001464844
2023-08-28 05:00:00,1573.2800292969
2023-08-28 06:00:00,1392.6400146484
2023-08-28 07:00:00,1870.7199707031
2023-08-28 08:00:00,1923.5200195312
2023-08-28 09:00:00,1599.6800537109
2023-08-28 10:00:00,1829.4399414062
2023-08-28 11:00:00,1888.1600341797
2023-08-28 12:00:00,1768.9599609375
2023-08-28 13:00:00,1762.0799560547
2023-08-28 14:00:00,1552.4799804688
2023-08-28 15:00:00,1650.0799560547
2023-08-28 16:00:00,1700.4799804688
2023-08-28 17:00:00,1688.0
2023-08-28 18:00:00,1368.8000488281
2023-08-28 19:00:00,1640.3199462891
2023-08-28 20:00:00,1103.1999511719
2023-08-28 21:00:00,1651.6800537109
2023-08-28 22:00:00,1255.0400390625
2023-08-28 23:00:00,1490.8800048828
2023-08-29 00:00:00,1131.6800537109
2023-08-29 01:00:00,732.64001464844
2023-08-29 02:00:00,712.64001464844
2023-08-29 03:00:00,773.76000976562
2023-08-29 04:00:00,728.79998779297
2023-08-29 05:00:00,970.88000488281
2023-08-29 06:00:00,1453.5999755859
2023-08-29 07:00:00,1888.8000488281
2023-08-29 08:00:00,1903.5200195313
